date,price_usd,volume_btc,num_trades,source
2013-04-18,97.38057394,172934.67170561,30568,mtgox
2013-04-19,119.43037356,257118.55735792,44076,mtgox
2013-04-20,124.0240146,74351.505014,18711,mtgox
2013-04-21,121.49782559,99128.55677374,20046,mtgox
2013-04-22,123.23305002,59118.34839724,15694,mtgox
2013-04-23,134.62972986,116098.20804613,28620,mtgox
2013-04-24,152.06869793,225857.24378354,42630,mtgox
2013-04-25,143.0706721,187632.73663186,36731,mtgox
2013-04-26,132.24845153,128988.66663837,32491,mtgox
2013-04-27,131.17926608,59870.79151561,15973,mtgox
2013-04-28,133.16851226,27503.11180922,9800,mtgox
2013-04-29,142.24956087,70186.3332034,17625,mtgox
2013-04-30,139.86809819,65198.57714343,14730,mtgox
2013-05-01,121.05162348,179988.85296113,33503,mtgox
2013-05-02,106.48865041,234129.17181451,41889,mtgox
2013-05-03,91.29559734,246411.17412537,40035,mtgox
2013-05-04,106.6743309,132582.58910922,26884,mtgox
2013-05-05,113.49628319,84177.84255561,24307,mtgox
2013-05-06,117.32424621,150048.99059031,34310,mtgox
2013-05-07,106.7057305,139626.72485982,30565,mtgox
2013-05-08,113.33466533,61680.32470352,20169,mtgox
2013-05-09,111.66123474,26894.45820435,9807,mtgox
2013-05-10,118.03041834,77443.67268052,17958,mtgox
2013-05-11,115.54664107,28023.47400863,9835,mtgox
2013-05-12,114.60063191,20575.18681523,7260,mtgox
2013-05-13,117.02021185,26134.01092179,9608,mtgox
2013-05-14,114.84929269,87726.09301206,19099,mtgox
2013-05-15,110.24758173,117898.23044997,23252,mtgox
2013-05-16,115.43816692,45071.68219683,11789,mtgox
2013-05-17,121.43050767,79063.32514882,20243,mtgox
2013-05-18,123.81900773,22615.71905932,9113,mtgox
2013-05-19,121.86725631,20478.43216293,8876,mtgox
2013-05-20,122.31143505,17238.1178932,7672,mtgox
2013-05-21,122.28230372,13313.67351119,9586,mtgox
2013-05-22,122.99904898,18198.48063197,7804,mtgox
2013-05-23,125.32543063,22045.49819667,10989,mtgox
2013-05-24,129.84773346,48649.98790055,15574,mtgox
2013-05-25,130.87355679,16816.57733446,9189,mtgox
2013-05-26,134.01687279,23327.21417077,9106,mtgox
2013-05-27,129.34098577,46796.58527778,17333,mtgox
2013-05-28,127.97784682,22748.69803309,10345,mtgox
2013-05-29,130.37476629,19177.31065412,10628,mtgox
2013-05-30,129.40539644,24566.45307206,10230,mtgox
2013-05-31,128.14986856,16466.87087304,7283,mtgox
2013-06-01,128.40738694,6309.9210657,5175,mtgox
2013-06-02,121.96399748,101114.7377844,20294,mtgox
2013-06-03,119.00812598,28795.28913604,12553,mtgox
2013-06-04,121.07081237,21749.72552577,10314,mtgox
2013-06-05,121.46295869,16591.69071469,7700,mtgox
2013-06-06,119.67742216,21921.96967416,9543,mtgox
2013-06-07,112.07639021,65643.2840508,19677,mtgox
2013-06-08,108.80781829,17113.57363407,7981,mtgox
2013-06-09,98.01031214,149250.91623645,35802,mtgox
2013-06-10,105.49090075,64125.61353957,20194,mtgox
2013-06-11,106.98403467,15933.44765096,8160,mtgox
2013-06-12,109.2665552,17540.53639131,8769,mtgox
2013-06-13,105.24249671,30276.66270775,9081,mtgox
2013-06-14,100.63725923,35923.52523833,11696,mtgox
2013-06-15,100.45231779,22476.84118529,7354,mtgox
2013-06-16,99.92517598,8619.5818222,4309,mtgox
2013-06-17,100.929003,15024.77300982,5716,mtgox
2013-06-18,107.3982334,60446.30587482,14133,mtgox
2013-06-19,107.87054839,17420.99530697,8955,mtgox
2013-06-20,111.26108939,42909.53046552,11472,mtgox
2013-06-21,111.33778496,37916.61331617,10837,mtgox
2013-06-22,108.53065787,7196.64828927,4107,mtgox
2013-06-23,107.48587036,10974.21215455,3947,mtgox
2013-06-24,103.29107994,28755.72057729,10005,mtgox
2013-06-25,104.14537063,93495.86718207,15924,mtgox
2013-06-26,104.11152292,13074.00919462,6151,mtgox
2013-06-27,102.07989865,14516.4612223,4822,mtgox
2013-06-28,96.80775529,47455.08828225,10676,mtgox
2013-06-29,96.69195122,25419.62604578,7942,mtgox
2013-06-30,96.84356521,8488.31723474,3764,mtgox
2013-07-01,91.24379124,52796.19895217,10529,mtgox
2013-07-02,90.03040581,27396.38243066,7910,mtgox
2013-07-03,83.17669025,73017.06371949,12196,mtgox
2013-07-04,78.28610668,63440.37084249,10986,mtgox
2013-07-05,71.10927617,90767.5308438,15633,mtgox
2013-07-06,70.2573369,40793.42138417,15850,mtgox
2013-07-07,70.77056743,42847.01817807,8811,mtgox
2013-07-08,76.95943013,58514.64135019,11059,mtgox
2013-07-09,75.64565309,32217.39709744,7413,mtgox
2013-07-10,82.39513574,59672.70817379,10253,mtgox
2013-07-11,87.51798426,35244.00911985,7652,mtgox
2013-07-12,96.42553608,101213.45320007,17388,mtgox
2013-07-13,93.00886206,34261.15175462,9086,mtgox
2013-07-14,95.87605836,12218.46730597,5949,mtgox
2013-07-15,98.65161636,34121.74218573,8141,mtgox
2013-07-16,98.15414187,15900.42627769,5251,mtgox
2013-07-17,98.44459359,16680.42435808,4279,mtgox
2013-07-18,90.93956327,58919.25203991,11048,mtgox
2013-07-19,91.79055206,26957.54732676,6691,mtgox
2013-07-20,91.49046348,9066.00458489,3480,mtgox
2013-07-21,89.3114754,8614.05186903,3052,mtgox
2013-07-22,91.44998289,8215.90226022,2816,mtgox
2013-07-23,94.6420653,23790.4206968,5244,mtgox
2013-07-24,94.30940261,13827.2039573,4275,mtgox
2013-07-25,96.31384703,21666.37016526,6051,mtgox
2013-07-26,96.28710421,10435.79598856,3291,mtgox
2013-07-27,94.50014005,14637.4790579,4442,mtgox
2013-07-28,98.46974652,42022.37440094,6474,mtgox
2013-07-29,100.81083805,23930.02363512,5973,mtgox
2013-07-30,103.80724244,26911.7736967,7379,mtgox
2013-07-31,108.02656053,44785.59508539,9619,mtgox
2013-08-01,105.29159703,13994.49186792,5366,mtgox
2013-08-02,105.0676824,26584.84983005,6046,mtgox
2013-08-03,103.80313903,8342.91897611,3911,mtgox
2013-08-04,104.85994937,6101.207154,3555,mtgox
2013-08-05,106.40646943,14507.93054182,5564,mtgox
2013-08-06,106.33872854,12234.56543444,3326,mtgox
2013-08-07,106.00619063,6791.44510279,2442,mtgox
2013-08-08,103.25879498,23221.28619327,5380,mtgox
2013-08-09,103.20708497,10979.38698891,3749,mtgox
2013-08-10,103.07885727,3411.33361023,2545,mtgox
2013-08-11,104.27290232,7870.90128899,3189,mtgox
2013-08-12,106.09205913,19141.59538553,4507,mtgox
2013-08-13,107.38264092,17808.46728542,5613,mtgox
2013-08-14,112.69027038,49406.67952575,9370,mtgox
2013-08-15,111.0833085,14794.82106232,4485,mtgox
2013-08-16,109.70794541,12567.47612245,4449,mtgox
2013-08-17,112.00610994,12258.65847473,3182,mtgox
2013-08-18,113.65778133,9324.88050685,3592,mtgox
2013-08-19,118.40494931,51420.13492404,11103,mtgox
2013-08-20,120.7842498,23213.8588757,7529,mtgox
2013-08-21,122.83344947,29616.91489764,8000,mtgox
2013-08-22,122.0356075,12815.3886876,4269,mtgox
2013-08-23,119.61156842,18231.25161964,5209,mtgox
2013-08-24,119.65830104,8370.82050358,4063,mtgox
2013-08-25,121.69517297,7101.52481065,3058,mtgox
2013-08-26,121.29123594,10115.2755731,3882,mtgox
2013-08-27,127.86085307,52815.73043665,9968,mtgox
2013-08-28,129.70750287,11556.08807684,4265,mtgox
2013-08-29,129.06929005,7362.92437175,2746,mtgox
2013-08-30,136.26805617,44989.75390177,8677,mtgox
2013-08-31,143.03901053,30617.80027032,8559,mtgox
2013-09-01,144.46115674,13933.37846615,5362,mtgox
2013-09-02,145.14351508,10444.51454011,4204,mtgox
2013-09-03,145.23183154,15761.46935308,5924,mtgox
2013-09-04,137.22129405,27617.9571232,6978,mtgox
2013-09-05,131.90014227,25687.39499566,11385,mtgox
2013-09-06,127.0117504,18159.81754973,6880,mtgox
2013-09-07,126.29371547,13551.30085697,6823,mtgox
2013-09-08,125.99400806,7127.43201276,6811,mtgox
2013-09-09,131.79687338,28172.62104611,13681,mtgox
2013-09-10,133.65515056,7833.10006064,11423,mtgox
2013-09-11,137.41574636,40468.77750008,14493,mtgox
2013-09-12,140.82059797,19360.47991208,7694,mtgox
2013-09-13,142.97596393,18892.27351611,7288,mtgox
2013-09-14,139.07314234,8361.59516402,4807,mtgox
2013-09-15,137.55154459,6197.92329567,3926,mtgox
2013-09-16,139.81997237,9267.73564567,6410,mtgox
2013-09-17,139.44048386,8242.27003313,5486,mtgox
2013-09-18,140.2388687,8189.60821198,4829,mtgox
2013-09-19,136.33633591,19769.44641345,9139,mtgox
2013-09-20,134.50925427,9923.6707145,5990,mtgox
2013-09-21,133.83311355,4441.24753163,3387,mtgox
2013-09-22,132.77389469,5570.74042551,3153,mtgox
2013-09-23,133.55058295,4464.49340033,3748,mtgox
2013-09-24,134.50432221,6929.8703802,4003,mtgox
2013-09-25,136.21943653,8243.78503955,4016,mtgox
2013-09-26,136.46022444,5222.83803702,3968,mtgox
2013-09-27,138.74904768,25900.19083478,9163,mtgox
2013-09-28,140.72827218,12989.27676342,4434,mtgox
2013-09-29,144.32157817,17790.59945709,4463,mtgox
2013-09-30,142.14388235,12845.11957083,4477,mtgox
2013-10-01,141.66356247,7709.56774703,4046,mtgox
2013-10-02,124.76005438,110147.63962634,19174,mtgox
2013-10-03,127.34815811,34445.56769722,9142,mtgox
2013-10-04,134.81929397,17710.24526714,5018,mtgox
2013-10-05,136.47933014,4479.66719631,1486,mtgox
2013-10-06,136.05442281,4660.12778484,1599,mtgox
2013-10-07,137.16853134,6405.77673665,2000,mtgox
2013-10-08,136.67899928,4157.41019517,1416,mtgox
2013-10-09,139.27920085,16615.17520573,4409,mtgox
2013-10-10,140.58660511,10157.63851708,3255,mtgox
2013-10-11,140.63035679,6280.51110682,1767,mtgox
2013-10-12,141.6296262,10622.02691805,2325,mtgox
2013-10-13,144.86251227,15998.51490326,4376,mtgox
2013-10-14,150.5692721,29438.93040197,7652,mtgox
2013-10-15,154.33306573,14282.45187855,3952,mtgox
2013-10-16,155.30847671,41433.57690985,9005,mtgox
2013-10-17,155.75546563,15093.84670754,6018,mtgox
2013-10-18,163.36716452,24861.11120458,6918,mtgox
2013-10-19,181.07619812,54485.20003967,14476,mtgox
2013-10-20,182.90457693,11174.87164847,4235,mtgox
2013-10-21,191.65238384,22991.33055353,8402,mtgox
2013-10-22,199.74802635,32953.9859092,8665,mtgox
2013-10-23,213.88094889,38958.65819673,12227,mtgox
2013-10-24,203.07143857,95972.97321545,24574,mtgox
2013-10-25,188.57447233,35744.03756038,10861,mtgox
2013-10-26,192.10366858,11593.22707078,4676,mtgox
2013-10-27,199.82135389,12904.93483823,5667,mtgox
2013-10-28,206.415552,10041.15872391,4965,mtgox
2013-10-29,211.26598376,8958.38731688,4751,mtgox
2013-10-30,210.99258094,12582.46658231,5227,mtgox
2013-10-31,211.92786017,4608.29256087,3145,mtgox
2013-11-01,212.87241063,4884.45010394,2114,mtgox
2013-11-02,213.03832775,4375.23265398,2106,mtgox
2013-11-03,219.52271398,12032.8438721,5250,mtgox
2013-11-04,230.52913223,16899.83669991,7688,mtgox
2013-11-05,245.83410417,44067.2597879,14810,mtgox
2013-11-06,263.02715267,37807.24482257,9888,mtgox
2013-11-07,296.94933936,85178.59305129,22675,mtgox
2013-11-08,337.78744725,43831.60922405,14869,mtgox
2013-11-09,369.36567622,49272.46208422,17586,mtgox
2013-11-10,326.25474553,74095.67956866,26997,mtgox
2013-11-11,351.69778535,17785.25134553,8858,mtgox
2013-11-12,377.44173294,21029.65320146,12430,mtgox
2013-11-13,410.50711667,35274.27162935,14370,mtgox
2013-11-14,428.44285817,30773.27927015,15182,mtgox
2013-11-15,436.34064198,27269.09083795,11359,mtgox
2013-11-16,456.89941291,18664.14097413,9364,mtgox
2013-11-17,499.53581746,26509.66401991,13395,mtgox
2013-11-18,631.04066448,71436.41688087,33054,mtgox
2013-11-19,697.18991222,98637.13462284,48965,mtgox
2013-11-20,553.62889024,91019.96581795,38046,mtgox
2013-11-21,700.38966546,38191.56706434,24353,mtgox
2013-11-22,752.19936501,29655.73148349,24486,mtgox
2013-11-23,840.42960456,20952.75767762,18635,mtgox
2013-11-24,800.43469926,25843.72792077,18540,mtgox
2013-11-25,812.214397,25978.29480221,18211,mtgox
2013-11-26,894.88637133,31183.07759124,21279,mtgox
2013-11-27,1000.39706815,37306.24062613,24036,mtgox
2013-11-28,1148.11262778,37215.12259794,27196,mtgox
2013-11-29,1163.48638963,38295.19566404,37564,mtgox
2013-11-30,1209.93732031,14782.95933174,18425,mtgox
2013-12-01,1041.54415843,79772.69711632,49211,mtgox
2013-12-02,1059.1599174,36675.47446848,36972,mtgox
2013-12-03,1131.45233486,18945.15995723,20541,mtgox
2013-12-04,1192.75327565,15885.30987524,13143,mtgox
2013-12-05,1065.91234219,57982.86200387,30227,mtgox
2013-12-06,948.05418156,53161.11052411,25016,mtgox
2013-12-07,723.94346979,97325.90790504,42671,mtgox
2013-12-08,738.17067728,31105.77588246,16444,mtgox
2013-12-09,888.06578377,27226.9953821,15450,mtgox
2013-12-10,983.12750414,21706.6700256,13083,mtgox
2013-12-11,946.20303799,23949.51153555,16158,mtgox
2013-12-12,886.33527407,9649.92826161,7632,mtgox
2013-12-13,931.05990504,17088.91598952,13646,mtgox
2013-12-14,908.18973059,11406.79435474,7947,mtgox
2013-12-15,876.86811148,15038.57265685,9760,mtgox
2013-12-16,796.07262045,40795.6522351,23502,mtgox
2013-12-17,722.6952514,31284.062734,17336,mtgox
2013-12-18,565.50627151,109722.89380488,43834,mtgox
2013-12-19,654.75043575,45305.80519726,23870,mtgox
2013-12-20,698.38835665,34364.26944295,20456,mtgox
2013-12-21,647.89224596,14441.48449021,11807,mtgox
2013-12-22,661.13807097,11501.3296911,11756,mtgox
2013-12-23,677.30945546,14666.89538982,12092,mtgox
2013-12-24,698.73303596,10677.145204,7516,mtgox
2013-12-25,696.18777454,5270.69537607,5237,mtgox
2013-12-26,774.10277816,23193.33698734,16997,mtgox
2013-12-27,798.43941221,13466.88486426,12815,mtgox
2013-12-28,758.73255537,13149.18308229,9936,mtgox
2013-12-29,773.81231617,6940.1423117,7974,mtgox
2013-12-30,803.24652044,10027.39362988,8864,mtgox
2013-12-31,796.3597731,8836.73247486,6242,mtgox
2014-01-01,805.32825827,10688.03048924,6062,mtgox
2014-01-02,846.21595782,12414.26877451,9207,mtgox
2014-01-03,867.42022778,9294.22526628,6586,mtgox
2014-01-04,898.79559511,13956.51338986,10817,mtgox
2014-01-05,973.00493581,21223.74941753,14068,mtgox
2014-01-06,1024.75605138,22630.1658324,19240,mtgox
2014-01-07,960.69951055,22263.9752165,18190,mtgox
2014-01-08,919.57458573,13749.64300594,14841,mtgox
2014-01-09,917.28256878,14051.53780923,16408,mtgox
2014-01-10,934.11291471,6000.45174089,7739,mtgox
2014-01-11,980.46462101,10919.5272841,11153,mtgox
2014-01-12,969.06214979,9818.81753638,12527,mtgox
2014-01-13,911.92574673,9667.13957118,13404,mtgox
2014-01-14,923.04236221,3891.44440528,6972,mtgox
2014-01-15,948.17788112,6443.14116118,9154,mtgox
2014-01-16,928.78282132,4702.79776713,5724,mtgox
2014-01-17,894.83476034,9858.97628093,12590,mtgox
2014-01-18,911.71218272,5755.52009154,7619,mtgox
2014-01-19,934.25094203,7460.04640458,6307,mtgox
2014-01-20,959.51330338,10274.06270507,9898,mtgox
2014-01-21,962.87584918,5988.51609182,6053,mtgox
2014-01-22,949.17998627,4322.79359575,3502,mtgox
2014-01-23,948.23448461,1562.13261036,1850,mtgox
2014-01-24,921.65591769,5810.18786926,5513,mtgox
2014-01-25,957.24559872,7830.7821032,6776,mtgox
2014-01-26,999.47541749,12962.00878816,12073,mtgox
2014-01-27,972.62815595,7932.19589165,7131,mtgox
2014-01-28,941.51963821,10017.571209,9013,mtgox
2014-01-29,930.39843485,5339.1026289,5854,mtgox
2014-01-30,932.01524777,5072.14266114,4792,mtgox
2014-01-31,943.2250738,3852.39141057,3022,mtgox
2014-02-01,949.38611344,4055.92207631,4223,mtgox
2014-02-02,817.474,3149.53715899,,bitfinex
2014-02-03,806.57,3446.69515272,,bitfinex
2014-02-04,804.09666667,3363.63331922,,bitfinex
2014-02-05,787.78666667,5215.28016818,,bitfinex
2014-02-06,756.71333333,21114.51912813,,bitfinex
2014-02-07,695.33333333,42788.42467524,,bitfinex
2014-02-08,690.48666667,11122.25659931,,bitfinex
2014-02-09,694.80978326,12068.69938419,,bitfinex
2014-02-10,529.94376667,41511.80312124,,bitfinex
2014-02-11,675.68333333,39535.07122797,,bitfinex
2014-02-12,659.65,12849.0181041,,bitfinex
2014-02-13,622.63996667,17145.87863094,,bitfinex
2014-02-14,637.66666667,53681.71513588,,bitfinex
2014-02-15,652.07,10825.11368293,,bitfinex
2014-02-16,625.66663333,16745.73151299,,bitfinex
2014-02-17,635,15689.95243645,,bitfinex
2014-02-18,630.18499967,8466.24614979,,bitfinex
2014-02-19,625.49666667,4709.12040524,,bitfinex
2014-02-20,583.73333333,25273.82887191,,bitfinex
2014-02-21,566.16323232,28461.84558344,,bitfinex
2014-02-22,596.56666667,14729.97485817,,bitfinex
2014-02-23,617.69391667,15800.30857128,,bitfinex
2014-02-24,560.6633,34116.36009538,,bitfinex
2014-02-25,494.53333333,94547.09799394,,bitfinex
2014-02-26,573.25003333,37713.73100515,,bitfinex
2014-02-27,584.61333333,12035.79572882,,bitfinex
2014-02-28,563.47666667,15293.34238379,,bitfinex
2014-03-01,562.06813333,8617.72163751,,bitfinex
2014-03-02,564.25763667,3126.21859684,,bitfinex
2014-03-03,654.41,50919.54169329,,bitfinex
2014-03-04,678.11666667,25025.60816172,,bitfinex
2014-03-05,666.60663333,8381.31800006,,bitfinex
2014-03-06,664.37666667,7057.99015509,,bitfinex
2014-03-07,638.74666667,17234.69628231,,bitfinex
2014-03-08,619.13303333,10971.43740533,,bitfinex
2014-03-09,634.583,8290.10866807,,bitfinex
2014-03-10,627.09336667,11575.11567316,,bitfinex
2014-03-11,630.43996667,3634.08082,,bitfinex
2014-03-12,640.40986667,7287.42468826,,bitfinex
2014-03-13,642.2267,3312.96067553,,bitfinex
2014-03-14,632.16,5526.4353953,,bitfinex
2014-03-15,633.87996667,1735.62936143,,bitfinex
2014-03-16,633.19336667,1902.57118506,,bitfinex
2014-03-17,625.16666667,3761.84368802,,bitfinex
2014-03-18,613.1333,7736.26828485,,bitfinex
2014-03-19,612.3947,3436.66790193,,bitfinex
2014-03-20,593.18503333,8100.0606361,,bitfinex
2014-03-21,577.48663333,19202.28455341,,bitfinex
2014-03-22,562.44333333,6731.31574218,,bitfinex
2014-03-23,561.33333333,4833.22337384,,bitfinex
2014-03-24,575.38623333,9275.28768732,,bitfinex
2014-03-25,579.5133,4902.03403056,,bitfinex
2014-03-26,578.78666667,7649.23071354,,bitfinex
2014-03-27,506.15996667,41023.55166031,,bitfinex
2014-03-28,501.87,35985.2142118,,bitfinex
2014-03-29,495.29326667,4635.16685558,,bitfinex
2014-03-30,463.0666,26151.13013472,,bitfinex
2014-03-31,460.3633,22069.33696584,,bitfinex
2014-04-01,482.40603333,19999.30851216,,bitfinex
2014-04-02,454.87343333,29119.1046176,,bitfinex
2014-04-03,442.1533,24590.40649778,,bitfinex
2014-04-04,445.27033333,10562.85726875,,bitfinex
2014-04-05,457.62833333,4573.75741605,,bitfinex
2014-04-06,458.25993333,2952.40660615,,bitfinex
2014-04-07,450.87666667,6147.47600223,,bitfinex
2014-04-08,452.06496667,4860.84550476,,bitfinex
2014-04-09,445.8798363,4167.09060672,,bitfinex
2014-04-10,388.02296667,45002.96954955,,bitfinex
2014-04-11,398.2,38705.55691851,,bitfinex
2014-04-12,425.79136667,10732.24082883,,bitfinex
2014-04-13,415.4,10265.6836892,,bitfinex
2014-04-14,448.13333333,29763.39750504,,bitfinex
2014-04-15,499.33166667,24214.5733178,,bitfinex
2014-04-16,524.41666667,29218.85076659,,bitfinex
2014-04-17,506.64996667,18285.63177066,,bitfinex
2014-04-18,486.09796667,9730.47478781,,bitfinex
2014-04-19,497.606633,9063.48907105,,bitfinex
2014-04-20,503.71503333,4760.82881705,,bitfinex
2014-04-21,498.67866667,8179.33326468,,bitfinex
2014-04-22,494.41676667,3570.34633425,,bitfinex
2014-04-23,490.22,4187.17351874,,bitfinex
2014-04-24,496.27333333,5017.14446629,,bitfinex
2014-04-25,470.19855333,30667.92132554,,bitfinex
2014-04-26,459.66336667,7835.67783029,,bitfinex
2014-04-27,441.04666667,7849.47942997,,bitfinex
2014-04-28,438.16666666,15283.03446583,,bitfinex
2014-04-29,444.84333333,7573.20092376,,bitfinex
2014-04-30,445.00333333,7046.94954762,,bitfinex
2014-05-01,457.2534,5144.92316754,,bitfinex
2014-05-02,452.03997666,3751.5883235,,bitfinex
2014-05-03,440.5799,7602.43030203,,bitfinex
2014-05-04,435.1804,4220.91532271,,bitfinex
2014-05-05,434.12963333,5435.54300037,,bitfinex
2014-05-06,428.16333333,6965.03137807,,bitfinex
2014-05-07,439.42623333,11189.8172391,,bitfinex
2014-05-08,442.26,3456.92125521,,bitfinex
2014-05-09,449.6,3062.89060414,,bitfinex
2014-05-10,454.64666667,3674.99628935,,bitfinex
2014-05-11,442.12333333,10720.63502417,,bitfinex
2014-05-12,437.93333333,3450.84753709,,bitfinex
2014-05-13,437.90666667,2044.09198203,,bitfinex
2014-05-14,443.82333333,3104.61120276,,bitfinex
2014-05-15,447.66,1648.49804694,,bitfinex
2014-05-16,448.33333333,1707.21667711,,bitfinex
2014-05-17,448.62,907.0058887,,bitfinex
2014-05-18,447.33666667,773.02365381,,bitfinex
2014-05-19,446.53333333,1423.92886676,,bitfinex
2014-05-20,478.67666667,21176.51257664,,bitfinex
2014-05-21,495.16333333,7206.26246587,,bitfinex
2014-05-22,517.03333333,17215.75079207,,bitfinex
2014-05-23,529.82,16725.892656,,bitfinex
2014-05-24,524,4544.3046182,,bitfinex
2014-05-25,562.97,32267.7960527,,bitfinex
2014-05-26,581.83666667,16378.65112528,,bitfinex
2014-05-27,574.79333333,18029.67912572,,bitfinex
2014-05-28,575.75666667,7636.65709659,,bitfinex
2014-05-29,571.83333333,7828.1586295,,bitfinex
2014-05-30,606.95,23195.08014748,,bitfinex
2014-05-31,621.74333333,7149.49782879,,bitfinex
2014-06-01,641.47666667,34401.31014831,,bitfinex
2014-06-02,653.97,21044.80880501,,bitfinex
2014-06-03,670.38666667,19813.48151012,,bitfinex
2014-06-04,644.99,27560.75174877,,bitfinex
2014-06-05,657.96666667,9921.58747866,,bitfinex
2014-06-06,653.71,5622.64559487,,bitfinex
2014-06-07,651.20666667,6596.49809085,,bitfinex
2014-06-08,658.56666667,3644.18278973,,bitfinex
2014-06-09,650.45,6794.57192595,,bitfinex
2014-06-10,658.33333333,6898.76984299,,bitfinex
2014-06-11,646.40333333,11459.66074194,,bitfinex
2014-06-12,606.73,28947.71956885,,bitfinex
2014-06-13,606.02666667,15003.72766335,,bitfinex
2014-06-14,566.46666667,25862.20266454,,bitfinex
2014-06-15,576.33,14771.51893504,,bitfinex
2014-06-16,595.06666667,13617.42729339,,bitfinex
2014-06-17,607.83333333,8784.01582691,,bitfinex
2014-06-18,609.73333333,6071.10324019,,bitfinex
2014-06-19,600.73,5343.70478112,,bitfinex
2014-06-20,590.88333333,8688.5440458,,bitfinex
2014-06-21,592.97,4122.15638252,,bitfinex
2014-06-22,604.63333333,4720.27548757,,bitfinex
2014-06-23,591.95666667,5269.37867215,,bitfinex
2014-06-24,586.11666667,5497.2282752,,bitfinex
2014-06-25,570.75666667,9323.34331505,,bitfinex
2014-06-26,576.29333333,6271.32252637,,bitfinex
2014-06-27,594.64333333,7343.10092241,,bitfinex
2014-06-28,599.06666667,5725.69485897,,bitfinex
2014-06-29,600.77333333,3131.47102969,,bitfinex
2014-06-30,629.06,21938.30614236,,bitfinex
2014-07-01,647.48,19408.49251043,,bitfinex
2014-07-02,652.25,8406.5206922,,bitfinex
2014-07-03,644.74666667,5822.22707154,,bitfinex
2014-07-04,636.69,6661.57816655,,bitfinex
2014-07-05,632.66,3071.41658592,,bitfinex
2014-07-06,637.48333333,3423.99742797,,bitfinex
2014-07-07,625.98,5581.7237276,,bitfinex
2014-07-08,624.24,2633.52329031,,bitfinex
2014-07-09,625.86333333,3451.83303804,,bitfinex
2014-07-10,616.94,5265.72445403,,bitfinex
2014-07-11,629.41333333,4243.50707538,,bitfinex
2014-07-12,636.36666667,3924.63833047,,bitfinex
2014-07-13,631.35333333,2662.90113184,,bitfinex
2014-07-14,622.07333333,4206.72740352,,bitfinex
2014-07-15,622.45333333,3856.46998088,,bitfinex
2014-07-16,616.73,3489.28163185,,bitfinex
2014-07-17,621.00333333,2888.60303294,,bitfinex
2014-07-18,627.12,5082.30546825,,bitfinex
2014-07-19,629,1205.73020778,,bitfinex
2014-07-20,624.19666667,1267.46511076,,bitfinex
2014-07-21,620.58666667,2269.26070109,,bitfinex
2014-07-22,619.73666667,1715.1683654,,bitfinex
2014-07-23,618.70333333,1218.97662576,,bitfinex
2014-07-24,605.12333333,9491.08704791,,bitfinex
2014-07-25,600.32333333,3966.59695368,,bitfinex
2014-07-26,594.47333333,4782.68158656,,bitfinex
2014-07-27,593.81,3012.16007595,,bitfinex
2014-07-28,582.5,11443.65552495,,bitfinex
2014-07-29,583.37,4189.37036956,,bitfinex
2014-07-30,570.50666667,7353.0731436,,bitfinex
2014-07-31,577.15666667,12006.00638553,,bitfinex
2014-08-01,593.14,9475.7257498,,bitfinex
2014-08-02,589.73333333,2552.22852736,,bitfinex
2014-08-03,584.28,2765.63063591,,bitfinex
2014-08-04,587.60666667,2981.33807424,,bitfinex
2014-08-05,583.57,3861.80868206,,bitfinex
2014-08-06,580.55666667,4059.22123229,,bitfinex
2014-08-07,585.33333333,5960.40511559,,bitfinex
2014-08-08,592.09666667,3293.17389831,,bitfinex
2014-08-09,588.39,1530.34759015,,bitfinex
2014-08-10,588.80333333,1871.48402658,,bitfinex
2014-08-11,576.07666667,7910.16581644,,bitfinex
2014-08-12,570.28333333,7128.99393837,,bitfinex
2014-08-13,547.9,18291.77626654,,bitfinex
2014-08-14,502.82666667,41053.71692696,,bitfinex
2014-08-15,497.96333333,21465.22376608,,bitfinex
2014-08-16,508.87333333,16083.16612053,,bitfinex
2014-08-17,501.55,14636.97857409,,bitfinex
2014-08-18,474.11333333,40767.30582256,,bitfinex
2014-08-19,480.83666667,24978.63559696,,bitfinex
2014-08-20,498.96333333,30184.61666202,,bitfinex
2014-08-21,520.98666667,18019.55152527,,bitfinex
2014-08-22,514.27666667,11590.70315417,,bitfinex
2014-08-23,502.2,10062.02992257,,bitfinex
2014-08-24,508.07666667,5627.40932154,,bitfinex
2014-08-25,503.57333333,7322.07082176,,bitfinex
2014-08-26,509.52,11257.16541034,,bitfinex
2014-08-27,513.08333333,7706.77971858,,bitfinex
2014-08-28,508.16666667,5016.91555245,,bitfinex
2014-08-29,507.10333333,5130.93451282,,bitfinex
2014-08-30,501.00666667,4190.93654447,,bitfinex
2014-08-31,483.24333333,15267.83923802,,bitfinex
2014-09-01,476.17,8211.92371453,,bitfinex
2014-09-02,476.09,10046.21489658,,bitfinex
2014-09-03,475.67666667,3382.19892702,,bitfinex
2014-09-04,486.67333333,10077.53324255,,bitfinex
2014-09-05,483.80666667,5171.02130471,,bitfinex
2014-09-06,483.20333333,1895.75978614,,bitfinex
2014-09-07,482.28666667,2079.19939255,,bitfinex
2014-09-08,472.07333333,15855.87224677,,bitfinex
2014-09-09,471.92,9376.83253671,,bitfinex
2014-09-10,480.03666667,8880.86761476,,bitfinex
