date,tx_count,hashrate,active_addresses,block_count,fee_total_btc,source
2009-01-03,0,,0,0,0,coinmetrics
2009-01-04,0,,0,0,0,coinmetrics
2009-01-05,0,,0,0,0,coinmetrics
2009-01-06,0,,0,0,0,coinmetrics
2009-01-07,0,,0,0,0,coinmetrics
2009-01-08,0,,0,0,0,coinmetrics
2009-01-09,0,0.000000944495122962963,19,19,0,coinmetrics
2009-01-10,0,0.00000303232644740741,61,61,0,coinmetrics
2009-01-11,1,0.00000462305507555556,95,93,0,coinmetrics
2009-01-12,6,0.00000467276534518519,101,94,0,coinmetrics
2009-01-13,0,0.00000611436316444444,123,123,0,coinmetrics
2009-01-14,1,0.00000641262478222222,133,129,0,coinmetrics
2009-01-15,8,0.00000626349397333333,140,126,0,coinmetrics
2009-01-16,2,0.00000536870912,114,108,0,coinmetrics
2009-01-17,0,0.00000541841938962963,109,109,0,coinmetrics
2009-01-18,1,0.00000531899885037037,111,107,0,coinmetrics
2009-01-19,2,0.00000571668100740741,133,115,0,coinmetrics
2009-01-20,1,0.00000566697073777778,123,114,0,coinmetrics
2009-01-21,2,0.00000507044750222222,116,102,0,coinmetrics
2009-01-22,1,0.0000045236345362963,95,91,0,coinmetrics
2009-01-23,1,0.00000417566264888889,91,84,0,coinmetrics
2009-01-24,1,0.00000999176419555555,212,201,0,coinmetrics
2009-01-25,1,0.00000949466149925926,193,191,0,coinmetrics
2009-01-26,1,0.00000477218588444444,117,96,0,coinmetrics
2009-01-27,1,0.00000482189615407407,101,97,0,coinmetrics
2009-01-28,0,0.00000556755019851852,112,112,0,coinmetrics
2009-01-29,1,0.00000601494262518518,134,121,0,coinmetrics
2009-01-30,0,0.00000581610154666667,117,117,0,coinmetrics
2009-01-31,1,0.00000686001720888889,159,138,0,coinmetrics
2009-02-01,1,0.00000561726046814815,116,113,0,coinmetrics
2009-02-02,1,0.00000636291451259259,130,128,0,coinmetrics
2009-02-03,16,0.00000690972747851852,154,139,2.01,coinmetrics
2009-02-04,0,0.00000591552208592593,119,119,0,coinmetrics
2009-02-05,0,0.00000626349397333333,126,126,0,coinmetrics
2009-02-06,0,0.00000606465289481481,122,122,0,coinmetrics
2009-02-07,4,0.00000641262478222222,156,129,0,coinmetrics
2009-02-08,1,0.00000656175559111111,134,132,0,coinmetrics
2009-02-09,1,0.00000666117613037037,179,134,0,coinmetrics
2009-02-10,0,0.00000596523235555556,120,120,0,coinmetrics
2009-02-11,2,0.00000661146586074074,148,133,0,coinmetrics
2009-02-12,0,0.00000591552208592593,119,119,0,coinmetrics
2009-02-13,0,0.00000616407343407407,124,124,0,coinmetrics
2009-02-14,0,0.00000676059666962963,136,136,0,coinmetrics
2009-02-15,3,0.00000636291451259259,142,128,0,coinmetrics
2009-02-16,1,0.00000606465289481481,153,122,0,coinmetrics
2009-02-17,0,0.00000581610154666667,117,117,0,coinmetrics
2009-02-18,0,0.0000058658118162963,118,118,0,coinmetrics
2009-02-19,1,0.00000616407343407407,141,124,0,coinmetrics
2009-02-20,0,0.00000606465289481481,122,122,0,coinmetrics
2009-02-21,0,0.00000566697073777778,114,114,0,coinmetrics
2009-02-22,4,0.00000601494262518518,133,121,0,coinmetrics
2009-02-23,0,0.00000536870912,108,108,0,coinmetrics
2009-02-24,0,0.00000526928858074074,106,106,0,coinmetrics
2009-02-25,0,0.00000521957831111111,105,105,0,coinmetrics
2009-02-26,0,0.00000531899885037037,107,107,0,coinmetrics
2009-02-27,1,0.00000571668100740741,152,115,0,coinmetrics
2009-02-28,1,0.00000492131669333333,107,99,0,coinmetrics
2009-03-01,0,0.00000521957831111111,105,105,0,coinmetrics
2009-03-02,0,0.00000536870912,108,108,0,coinmetrics
2009-03-03,2,0.00000521957831111111,114,105,0,coinmetrics
2009-03-04,2,0.00000516986804148148,130,104,0,coinmetrics
2009-03-05,1,0.00000556755019851852,121,112,0,coinmetrics
2009-03-06,0,0.00000581610154666667,117,117,0,coinmetrics
2009-03-07,0,0.00000541841938962963,109,109,0,coinmetrics
2009-03-08,3,0.00000571668100740741,142,115,0,coinmetrics
2009-03-09,0,0.00000536870912,108,108,0,coinmetrics
2009-03-10,0,0.00000531899885037037,107,107,0,coinmetrics
2009-03-11,0,0.00000566697073777778,114,114,0,coinmetrics
2009-03-12,1,0.0000058658118162963,122,118,0,coinmetrics
2009-03-13,1,0.00000561726046814815,127,113,0,coinmetrics
2009-03-14,0,0.00000546812965925926,110,110,0,coinmetrics
2009-03-15,0,0.00000611436316444444,123,123,0,coinmetrics
2009-03-16,1,0.00000601494262518518,170,121,0,coinmetrics
2009-03-17,0,0.00000566697073777778,114,114,0,coinmetrics
2009-03-18,2,0.00000566697073777778,129,114,0,coinmetrics
2009-03-19,0,0.00000606465289481481,122,122,0,coinmetrics
2009-03-20,1,0.0000058658118162963,131,118,0,coinmetrics
2009-03-21,0,0.00000248551348148148,50,50,0,coinmetrics
2009-03-22,2,0.00000591552208592593,131,119,0,coinmetrics
2009-03-23,0,0.00000646233505185185,130,130,0,coinmetrics
2009-03-24,0,0.00000521957831111111,105,105,0,coinmetrics
2009-03-25,0,0.00000581610154666667,117,117,0,coinmetrics
2009-03-26,1,0.00000581610154666667,146,117,0,coinmetrics
2009-03-27,0,0.00000526928858074074,106,106,0,coinmetrics
2009-03-28,3,0.00000591552208592593,140,119,0,coinmetrics
2009-03-29,0,0.00000576639127703704,116,116,0,coinmetrics
2009-03-30,0,0.00000596523235555556,120,120,0,coinmetrics
2009-03-31,1,0.00000546812965925926,143,110,0,coinmetrics
2009-04-01,0,0.00000566697073777778,114,114,0,coinmetrics
2009-04-02,0,0.00000571668100740741,115,115,0,coinmetrics
2009-04-03,0,0.00000576639127703704,116,116,0,coinmetrics
2009-04-04,0,0.00000561726046814815,113,113,0,coinmetrics
2009-04-05,2,0.00000646233505185185,148,130,0,coinmetrics
2009-04-06,0,0.00000541841938962963,109,109,0,coinmetrics
2009-04-07,0,0.00000497102696296296,100,100,0,coinmetrics
2009-04-08,0,0.00000521957831111111,105,105,0,coinmetrics
2009-04-09,0,0.00000492131669333333,99,99,0,coinmetrics
2009-04-10,0,0.00000536870912,108,108,0,coinmetrics
2009-04-11,1,0.00000596523235555556,128,120,0,coinmetrics
2009-04-12,2,0.0000058658118162963,127,118,0,coinmetrics
2009-04-13,1,0.00000571668100740741,117,115,0,coinmetrics
2009-04-14,0,0.00000616407343407407,124,124,0,coinmetrics
2009-04-15,0,0.00000561726046814815,113,113,0,coinmetrics
2009-04-16,0,0.00000611436316444444,123,123,0,coinmetrics
2009-04-17,0,0.00000556755019851852,112,112,0,coinmetrics
2009-04-18,4,0.00000626349397333333,131,126,0,coinmetrics
2009-04-19,1,0.00000591552208592593,128,119,0,coinmetrics
2009-04-20,2,0.00000591552208592593,236,119,0,coinmetrics
2009-04-21,1,0.00000611436316444444,125,123,0,coinmetrics
2009-04-22,0,0.00000601494262518518,121,121,0,coinmetrics
2009-04-23,0,0.00000372827022222222,75,75,0,coinmetrics
2009-04-24,0,0.00000571668100740741,115,115,0,coinmetrics
2009-04-25,0,0.0000058658118162963,118,118,0,coinmetrics
2009-04-26,2,0.00000556755019851852,128,112,0,coinmetrics
2009-04-27,0,0.00000516986804148148,104,104,0,coinmetrics
2009-04-28,0,0.00000581610154666667,117,117,0,coinmetrics
2009-04-29,1,0.00000636291451259259,149,128,0,coinmetrics
2009-04-30,0,0.00000651204532148148,131,131,0,coinmetrics
2009-05-01,0,0.00000601494262518518,121,121,0,coinmetrics
2009-05-02,2,0.00000626349397333333,142,126,0.03,coinmetrics
2009-05-03,3,0.00000526928858074074,110,106,0,coinmetrics
2009-05-04,1,0.00000636291451259259,159,128,0,coinmetrics
2009-05-05,1,0.0000067108864,146,135,0,coinmetrics
2009-05-06,0,0.0000067108864,135,135,0,coinmetrics
2009-05-07,0,0.00000606465289481481,122,122,0,coinmetrics
2009-05-08,0,0.00000531899885037037,107,107,0,coinmetrics
2009-05-09,0,0.00000387740103111111,78,78,0,coinmetrics
2009-05-10,0,0.00000422537291851852,85,85,0,coinmetrics
2009-05-11,1,0.00000596523235555556,123,120,0.1,coinmetrics
2009-05-12,0,0.00000646233505185185,130,130,0,coinmetrics
2009-05-13,5,0.00000551783992888889,117,111,0,coinmetrics
2009-05-14,3,0.00000690972747851852,145,139,0,coinmetrics
2009-05-15,1,0.00000676059666962963,147,136,0,coinmetrics
2009-05-16,0,0.00000591552208592593,119,119,0,coinmetrics
2009-05-17,0,0.00000631320424296296,127,127,0,coinmetrics
2009-05-18,0,0.0000058658118162963,118,118,0,coinmetrics
2009-05-19,0,0.00000427508318814815,86,86,0,coinmetrics
2009-05-20,0,0.00000596523235555556,120,120,0,coinmetrics
2009-05-21,0,0.00000407624210962963,82,82,0,coinmetrics
2009-05-22,0,0.00000303232644740741,61,61,0,coinmetrics
2009-05-23,0,0.00000159072862814815,32,32,0,coinmetrics
2009-05-24,0,0.00000497102696296296,100,100,0,coinmetrics
2009-05-25,0,0.00000541841938962963,109,109,0,coinmetrics
2009-05-26,0,0.0000062137837037037,125,125,0,coinmetrics
2009-05-27,0,0.00000591552208592593,119,119,0,coinmetrics
2009-05-28,0,0.00000472247561481481,95,95,0,coinmetrics
2009-05-29,1,0.00000526928858074074,167,106,0,coinmetrics
2009-05-30,0,0.00000541841938962963,109,109,0,coinmetrics
2009-05-31,0,0.00000477218588444444,96,96,0,coinmetrics
2009-06-01,1,0.0000035294291437037,73,71,0,coinmetrics
2009-06-02,0,0.00000551783992888889,111,111,0,coinmetrics
2009-06-03,0,0.0000035294291437037,71,71,0,coinmetrics
2009-06-04,0,0.00000328087779555556,66,66,0,coinmetrics
2009-06-05,0,0.00000149130808888889,30,30,0,coinmetrics
2009-06-06,0,0.00000139188754962963,28,28,0,coinmetrics
2009-06-07,0,0.000000795364314074074,16,16,0,coinmetrics
2009-06-08,0,0.00000407624210962963,82,82,0,coinmetrics
2009-06-09,0,0.0000045236345362963,91,91,0,coinmetrics
2009-06-10,0,0.00000407624210962963,82,82,0,coinmetrics
2009-06-11,0,0.00000442421399703704,89,89,0,coinmetrics
2009-06-12,0,0.00000427508318814815,86,86,0,coinmetrics
2009-06-13,0,0.00000387740103111111,78,78,0,coinmetrics
2009-06-14,0,0.00000357913941333333,72,72,0,coinmetrics
2009-06-15,0,0.00000417566264888889,84,84,0,coinmetrics
2009-06-16,0,0.0000035294291437037,71,71,0,coinmetrics
2009-06-17,0,0.00000392711130074074,79,79,0,coinmetrics
2009-06-18,0,0.00000397682157037037,80,80,0,coinmetrics
2009-06-19,0,0.00000432479345777778,87,87,0,coinmetrics
2009-06-20,0,0.00000387740103111111,78,78,0,coinmetrics
2009-06-21,0,0.00000402653184,81,81,0,coinmetrics
2009-06-22,1,0.00000377798049185185,137,76,0,coinmetrics
2009-06-23,0,0.00000377798049185185,76,76,0,coinmetrics
2009-06-24,2,0.00000472247561481481,100,95,0,coinmetrics
2009-06-25,1,0.00000338029833481481,89,68,0,coinmetrics
2009-06-26,0,0.00000447392426666667,90,90,0,coinmetrics
2009-06-27,0,0.00000417566264888889,84,84,0,coinmetrics
2009-06-28,1,0.00000228667240296296,48,46,0,coinmetrics
2009-06-29,2,0.00000412595237925926,87,83,0,coinmetrics
2009-06-30,0,0.00000422537291851852,85,85,0,coinmetrics
2009-07-01,1,0.00000367855995259259,77,74,0,coinmetrics
2009-07-02,1,0.00000412595237925926,85,83,0,coinmetrics
2009-07-03,0,0.00000407624210962963,82,82,0,coinmetrics
2009-07-04,0,0.00000442421399703704,89,89,0,coinmetrics
2009-07-05,0,0.00000392711130074074,79,79,0,coinmetrics
2009-07-06,0,0.00000417566264888889,84,84,0,coinmetrics
2009-07-07,0,0.00000343000860444444,69,69,0,coinmetrics
2009-07-08,0,0.00000367855995259259,74,74,0,coinmetrics
2009-07-09,0,0.00000427508318814815,86,86,0,coinmetrics
2009-07-10,0,0.00000402653184,81,81,0,coinmetrics
2009-07-11,0,0.00000412595237925926,83,83,0,coinmetrics
2009-07-12,0,0.00000382769076148148,77,77,0,coinmetrics
2009-07-13,0,0.00000387740103111111,78,78,0,coinmetrics
2009-07-14,0,0.00000343000860444444,69,69,0,coinmetrics
2009-07-15,0,0.00000223696213333333,45,45,0,coinmetrics
2009-07-16,0,0.0000035294291437037,71,71,0,coinmetrics
2009-07-17,0,0.00000233638267259259,47,47,0,coinmetrics
2009-07-18,0,0.000000198841078518518,4,4,0,coinmetrics
2009-07-19,0,0.00000347971887407407,70,70,0,coinmetrics
2009-07-20,1,0.00000347971887407407,192,70,0.14,coinmetrics
2009-07-21,0,0.00000407624210962963,82,82,0,coinmetrics
2009-07-22,0,0.00000298261617777778,60,60,0,coinmetrics
2009-07-23,0,0.00000377798049185185,76,76,0,coinmetrics
2009-07-24,0,0.00000362884968296296,73,73,0,coinmetrics
2009-07-25,0,0.00000159072862814815,32,32,0,coinmetrics
2009-07-26,0,0.00000104391566222222,21,21,0,coinmetrics
2009-07-27,0,0.00000367855995259259,74,74,0,coinmetrics
2009-07-28,0,0.00000203812105481481,41,41,0,coinmetrics
2009-07-29,1,0.000000944495122962963,22,19,0,coinmetrics
2009-07-30,1,0.000000745654044444444,17,15,0,coinmetrics
2009-07-31,0,0.000000845074583703704,17,17,0,coinmetrics
2009-08-01,0,0.00000139188754962963,28,28,0,coinmetrics
2009-08-02,0,0.00000114333620148148,23,23,0,coinmetrics
2009-08-03,0,0.000000596523235555555,12,12,0,coinmetrics
2009-08-04,0,0.00000402653184,81,81,0,coinmetrics
2009-08-05,0,0.00000432479345777778,87,87,0,coinmetrics
2009-08-06,0,0.00000447392426666667,90,90,0,coinmetrics
2009-08-07,1,0.00000397682157037037,192,80,0.13,coinmetrics
2009-08-08,0,0.00000397682157037037,80,80,0,coinmetrics
2009-08-09,0,0.00000502073723259259,101,101,0,coinmetrics
2009-08-10,0,0.00000372827022222222,75,75,0,coinmetrics
2009-08-11,0,0.00000347971887407407,70,70,0,coinmetrics
2009-08-12,0,0.00000313174698666667,63,63,0,coinmetrics
2009-08-13,0,0.00000422537291851852,85,85,0,coinmetrics
2009-08-14,0,0.00000313174698666667,63,63,0,coinmetrics
2009-08-15,0,0.00000129246701037037,26,26,0,coinmetrics
2009-08-16,0,0.000000944495122962963,19,19,0,coinmetrics
2009-08-17,0,0.000000845074583703704,17,17,0,coinmetrics
2009-08-18,0,0.000000497102696296296,10,10,0,coinmetrics
2009-08-19,0,0.000000894784853333333,18,18,0,coinmetrics
2009-08-20,0,0.00000109362593185185,22,22,0,coinmetrics
2009-08-21,0,0.000000695943774814815,14,14,0,coinmetrics
2009-08-22,0,0.000000347971887407407,7,7,0,coinmetrics
2009-08-23,0,0.000000745654044444444,15,15,0,coinmetrics
2009-08-24,0,0.000000745654044444444,15,15,0,coinmetrics
2009-08-25,0,0.00000248551348148148,50,50,0,coinmetrics
2009-08-26,3,0.00000238609294222222,96,48,0,coinmetrics
2009-08-27,0,0.00000144159781925926,29,29,0,coinmetrics
2009-08-28,0,0.00000372827022222222,75,75,0,coinmetrics
2009-08-29,0,0.00000387740103111111,78,78,0,coinmetrics
2009-08-30,1,0.00000482189615407407,99,97,0,coinmetrics
2009-08-31,1,0.00000427508318814815,93,86,0,coinmetrics
2009-09-01,0,0.00000387740103111111,78,78,0,coinmetrics
2009-09-02,0,0.00000328087779555556,66,66,0,coinmetrics
2009-09-03,1,0.00000303232644740741,76,61,0,coinmetrics
2009-09-04,0,0.0000031814572562963,64,64,0,coinmetrics
2009-09-05,0,0.00000377798049185185,76,76,0,coinmetrics
2009-09-06,0,0.00000338029833481481,68,68,0,coinmetrics
2009-09-07,1,0.00000387740103111111,92,78,0,coinmetrics
2009-09-08,0,0.00000343000860444444,69,69,0,coinmetrics
2009-09-09,0,0.00000268435456,54,54,0,coinmetrics
2009-09-10,0,0.00000333058806518519,67,67,0,coinmetrics
2009-09-11,0,0.00000333058806518519,67,67,0,coinmetrics
2009-09-12,0,0.00000343000860444444,69,69,0,coinmetrics
2009-09-13,0,0.00000372827022222222,75,75,0,coinmetrics
2009-09-14,0,0.00000367855995259259,74,74,0,coinmetrics
2009-09-15,0,0.0000021872518637037,44,44,0,coinmetrics
2009-09-16,1,0.00000357913941333333,74,72,0,coinmetrics
2009-09-17,1,0.00000417566264888889,186,84,0.12,coinmetrics
2009-09-18,0,0.00000387740103111111,78,78,0,coinmetrics
2009-09-19,0,0.00000367855995259259,74,74,0,coinmetrics
2009-09-20,0,0.00000387740103111111,78,78,0,coinmetrics
2009-09-21,1,0.00000343000860444444,78,69,0,coinmetrics
2009-09-22,1,0.00000124275674074074,66,25,0,coinmetrics
2009-09-23,0,0.00000178956970666667,36,36,0,coinmetrics
2009-09-24,0,0.00000482189615407407,97,97,0,coinmetrics
2009-09-25,2,0.0000045236345362963,119,91,0,coinmetrics
2009-09-26,1,0.00000497102696296296,117,100,0,coinmetrics
2009-09-27,0,0.00000432479345777778,87,87,0,coinmetrics
2009-09-28,0,0.00000422537291851852,85,85,0,coinmetrics
2009-09-29,2,0.00000437450372740741,133,88,0,coinmetrics
2009-09-30,0,0.00000422537291851852,85,85,0,coinmetrics
2009-10-01,0,0.00000407624210962963,82,82,0,coinmetrics
2009-10-02,1,0.00000357913941333333,83,72,0,coinmetrics
2009-10-03,0,0.00000288319563851852,58,58,0,coinmetrics
2009-10-04,0,0.00000263464429037037,53,53,0,coinmetrics
2009-10-05,0,0.00000273406482962963,55,55,0,coinmetrics
2009-10-06,2,0.00000213754159407407,58,43,0,coinmetrics
2009-10-07,0,0.00000298261617777778,60,60,0,coinmetrics
2009-10-08,0,0.00000347971887407407,70,70,0,coinmetrics
2009-10-09,0,0.00000392711130074074,79,79,0,coinmetrics
2009-10-10,0,0.00000382769076148148,77,77,0,coinmetrics
2009-10-11,0,0.00000367855995259259,74,74,0,coinmetrics
2009-10-12,1,0.00000288319563851852,132,58,0,coinmetrics
2009-10-13,0,0.00000283348536888889,57,57,0,coinmetrics
2009-10-14,0,0.00000343000860444444,69,69,0,coinmetrics
2009-10-15,0,0.0000035294291437037,71,71,0,coinmetrics
2009-10-16,1,0.00000298261617777778,141,60,0,coinmetrics
2009-10-17,0,0.00000283348536888889,57,57,0,coinmetrics
2009-10-18,1,0.00000367855995259259,82,74,0,coinmetrics
2009-10-19,0,0.00000556755019851852,112,112,0,coinmetrics
2009-10-20,1,0.00000472247561481481,197,95,0.12,coinmetrics
2009-10-21,1,0.00000397682157037037,99,80,0,coinmetrics
2009-10-22,1,0.00000447392426666667,130,90,0,coinmetrics
2009-10-23,0,0.00000442421399703704,89,89,0,coinmetrics
2009-10-24,1,0.00000308203671703704,70,62,0,coinmetrics
2009-10-25,0,0.00000377798049185185,76,76,0,coinmetrics
2009-10-26,0,0.0000035294291437037,71,71,0,coinmetrics
2009-10-27,1,0.0000031814572562963,81,64,0,coinmetrics
2009-10-28,0,0.00000328087779555556,66,66,0,coinmetrics
2009-10-29,2,0.00000228667240296296,89,46,0,coinmetrics
2009-10-30,0,0.00000298261617777778,60,60,0,coinmetrics
2009-10-31,0,0.00000228667240296296,46,46,0,coinmetrics
2009-11-01,0,0.00000124275674074074,25,25,0,coinmetrics
2009-11-02,0,0.00000164043889777778,33,33,0,coinmetrics
2009-11-03,0,0.00000308203671703704,62,62,0,coinmetrics
2009-11-04,1,0.00000313174698666667,105,63,0,coinmetrics
2009-11-05,0,0.00000283348536888889,57,57,0,coinmetrics
2009-11-06,0,0.00000308203671703704,62,62,0,coinmetrics
2009-11-07,0,0.00000343000860444444,69,69,0,coinmetrics
2009-11-08,0,0.00000362884968296296,73,73,0,coinmetrics
2009-11-09,0,0.0000031814572562963,64,64,0,coinmetrics
2009-11-10,3,0.00000387740103111111,120,78,0,coinmetrics
2009-11-11,6,0.0000031814572562963,76,64,0,coinmetrics
2009-11-12,2,0.00000328087779555556,68,66,0,coinmetrics
2009-11-13,1,0.00000397682157037037,91,80,0,coinmetrics
2009-11-14,0,0.00000392711130074074,79,79,0,coinmetrics
2009-11-15,0,0.00000477218588444444,96,96,0,coinmetrics
2009-11-16,0,0.00000482189615407407,97,97,0,coinmetrics
2009-11-17,0,0.00000457334480592593,92,92,0,coinmetrics
2009-11-18,0,0.00000392711130074074,79,79,0,coinmetrics
2009-11-19,2,0.00000347971887407407,153,70,0,coinmetrics
2009-11-20,0,0.00000427508318814815,86,86,0,coinmetrics
2009-11-21,0,0.00000362884968296296,73,73,0,coinmetrics
2009-11-22,0,0.00000526928858074074,106,106,0,coinmetrics
2009-11-23,0,0.00000477218588444444,96,96,0,coinmetrics
2009-11-24,0,0.00000462305507555556,93,93,0,coinmetrics
2009-11-25,0,0.00000447392426666667,90,90,0,coinmetrics
2009-11-26,0,0.00000417566264888889,84,84,0,coinmetrics
2009-11-27,0,0.00000367855995259259,74,74,0,coinmetrics
2009-11-28,0,0.0000035294291437037,71,71,0,coinmetrics
2009-11-29,0,0.00000298261617777778,60,60,0,coinmetrics
2009-11-30,0,0.00000372827022222222,75,75,0,coinmetrics
2009-12-01,1,0.00000362884968296296,240,73,0.22,coinmetrics
2009-12-02,0,0.00000467276534518519,94,94,0,coinmetrics
2009-12-03,0,0.00000437450372740741,88,88,0,coinmetrics
2009-12-04,0,0.00000178956970666667,36,36,0,coinmetrics
2009-12-05,1,0.0000031814572562963,84,64,0,coinmetrics
2009-12-06,2,0.00000512015777185185,107,103,0,coinmetrics
2009-12-07,1,0.00000556755019851852,133,112,0,coinmetrics
2009-12-08,1,0.00000521957831111111,116,105,0,coinmetrics
2009-12-09,13,0.00000477218588444444,119,96,0,coinmetrics
2009-12-10,0,0.00000516986804148148,104,104,0,coinmetrics
2009-12-11,2,0.00000556755019851852,180,112,0,coinmetrics
2009-12-12,0,0.00000546812965925926,110,110,0,coinmetrics
2009-12-13,0,0.00000566697073777778,114,114,0,coinmetrics
2009-12-14,5,0.00000507044750222222,437,102,0,coinmetrics
2009-12-15,3,0.00000546812965925926,137,110,0,coinmetrics
2009-12-16,0,0.00000676059666962963,136,136,0,coinmetrics
2009-12-17,3,0.00000840103556740741,179,169,0,coinmetrics
2009-12-18,0,0.0000111848106666667,225,225,0,coinmetrics
2009-12-19,1,0.00000984263338666667,200,198,0,coinmetrics
2009-12-20,1,0.00000869929718518518,177,175,0,coinmetrics
2009-12-21,0,0.00000869929718518518,175,175,0,coinmetrics
2009-12-22,0,0.00000805306368,162,162,0,coinmetrics
2009-12-23,0,0.00000765538152296296,154,154,0,coinmetrics
2009-12-24,0,0.00000765538152296296,154,154,0,coinmetrics
2009-12-25,1,0.00000740683017481482,151,149,0,coinmetrics
2009-12-26,0,0.00000864958691555555,174,174,0,coinmetrics
2009-12-27,1,0.00000830161502814815,173,167,0,coinmetrics
2009-12-28,0,0.00000681030693925926,137,137,0,coinmetrics
2009-12-29,0,0.00000850045610666667,171,171,0,coinmetrics
2009-12-30,0,0.00000792743851952609,141,141,0,coinmetrics
2009-12-31,0,0.00000811471116177273,138,138,0,coinmetrics
2010-01-01,2,0.000007761897633,136,132,0,coinmetrics
2010-01-02,0,0.00000740908410422728,126,126,0,coinmetrics
2010-01-03,0,0.0000109372193919545,186,186,0,coinmetrics
2010-01-04,2,0.0000106432081179773,266,181,0,coinmetrics
2010-01-05,0,0.0000116428464495,198,198,0,coinmetrics
2010-01-06,0,0.00000958476753165909,163,163,0,coinmetrics
2010-01-07,0,0.0000090555472385,154,154,0,coinmetrics
2010-01-08,0,0.00000899674498370455,153,153,0,coinmetrics
2010-01-09,0,0.00000887914047411364,151,151,0,coinmetrics
2010-01-10,0,0.0000111724284111364,190,190,0,coinmetrics
2010-01-11,0,0.00000944672228286733,159,159,0,coinmetrics
2010-01-12,2,0.0000103151234807286,375,159,0.26,coinmetrics
2010-01-13,2,0.0000106394984329527,168,164,0,coinmetrics
2010-01-14,2,0.00000927712363361122,155,143,0,coinmetrics
2010-01-15,1,0.00000914737365272156,147,141,0,coinmetrics
2010-01-16,1,0.00000810937380560423,132,125,0,coinmetrics
2010-01-17,0,0.00000849862374827323,131,131,0,coinmetrics
2010-01-18,1,0.00000810937380560423,128,125,0,coinmetrics
2010-01-19,0,0.00000804449881515939,124,124,0,coinmetrics
2010-01-20,0,0.0000102502484902837,158,158,0,coinmetrics
2010-01-21,9,0.0000113531233278459,187,175,0,coinmetrics
2010-01-22,3,0.00000862837372916289,141,133,0,coinmetrics
2010-01-23,2,0.0000103799984711734,164,160,0,coinmetrics
2010-01-24,1,0.00000999074852850439,156,154,0,coinmetrics
2010-01-25,4,0.0000138891428992527,272,211,0,coinmetrics
2010-01-26,6,0.0000130302482192822,215,195,0,coinmetrics
2010-01-27,2,0.000010958772861345,182,164,0,coinmetrics
2010-01-28,2,0.0000118274560759638,199,177,0,coinmetrics
2010-01-29,4,0.000013163891790762,214,197,0,coinmetrics
2010-01-30,4,0.0000140325750053808,248,210,0,coinmetrics
2010-01-31,2,0.0000110255946470849,184,165,0,coinmetrics
2010-02-01,9,0.0000122952085761432,203,184,0,coinmetrics
2010-02-02,1,0.00000968915893228676,167,145,0,coinmetrics
2010-02-03,2,0.0000180418821497754,277,270,0,coinmetrics
2010-02-04,5,0.0000158446145715676,269,229,0,coinmetrics
2010-02-05,4,0.0000201604285278103,472,223,0,coinmetrics
2010-02-06,14,0.0000173578577459174,224,192,0,coinmetrics
2010-02-07,5,0.0000196179954732504,230,217,0,coinmetrics
2010-02-08,8,0.000018081101818664,329,200,0,coinmetrics
2010-02-09,3,0.0000187139403823172,623,207,0.44,coinmetrics
2010-02-10,5,0.0000151881255276777,777,168,0,coinmetrics
2010-02-11,5,0.0000152785310367711,245,169,0,coinmetrics
2010-02-12,5,0.0000165442081640775,226,183,0,coinmetrics
2010-02-13,3,0.0000209740781096502,318,232,0,coinmetrics
2010-02-14,11,0.0000190158401261968,263,208,0,coinmetrics
2010-02-15,9,0.0000221152004874884,273,176,0,coinmetrics
2010-02-16,6,0.0000245026369037513,217,195,0,coinmetrics
2010-02-17,11,0.0000300314370256233,267,239,0,coinmetrics
2010-02-18,7,0.0000261361460306681,268,208,0,coinmetrics
2010-02-19,3,0.0000241256732590782,198,192,0,coinmetrics
2010-02-20,2,0.0000261361460306681,221,208,0,coinmetrics
2010-02-21,4,0.0000280209642540335,344,223,0,coinmetrics
2010-02-22,5,0.0000326701825383349,531,260,0,coinmetrics
2010-02-23,1,0.0000314136370560913,252,250,0,coinmetrics
2010-02-24,6,0.0000284655236405324,283,171,0,coinmetrics
2010-02-25,4,0.0000289463697810303,300,154,0,coinmetrics
2010-02-26,4,0.0000323297117034884,196,172,0,coinmetrics
2010-02-27,3,0.0000323297117034884,184,172,0,coinmetrics
2010-02-28,3,0.0000293222966613034,264,156,0,coinmetrics
2010-03-01,4,0.0000366528708266293,227,195,0,coinmetrics
2010-03-02,5,0.0000353371267456733,233,188,0,coinmetrics
2010-03-03,6,0.0000285704429007572,260,152,0,coinmetrics
2010-03-04,3,0.0000347732364252637,575,185,0,coinmetrics
2010-03-05,2,0.0000321417482633518,175,171,0,coinmetrics
2010-03-06,6,0.0000332695289041712,274,177,0,coinmetrics
2010-03-07,4,0.0000336454557844443,297,179,0,coinmetrics
2010-03-08,5,0.0000280433283726185,313,125,0,coinmetrics
2010-03-09,2,0.0000328852291444467,229,146,0,coinmetrics
2010-03-10,7,0.0000364890898726052,211,162,0,coinmetrics
2010-03-11,3,0.0000299570923028179,200,133,0,coinmetrics
2010-03-12,2,0.0000272541967566989,130,121,0,coinmetrics
2010-03-13,1,0.000034461918213016,190,153,0,coinmetrics
2010-03-14,2,0.0000281551619387386,134,125,0,coinmetrics
2010-03-15,5,0.0000304075748938377,145,135,0,coinmetrics
2010-03-16,3,0.0000283804032342485,154,126,0,coinmetrics
